,user,description,followers,location,text
4784,AjitsinhJagirda,"RTs, not endorsement. Thanks Sir @PiyushGoyalOffc. Proud to be blocked by @SwatiChaturvedi, @BDUTT @bainjal, @sardesairajdeep @anjanaomkashyap @soniandtv & FB",3890,,@nair_hena @sureshseshadri1 @Hindu24Indian @shytigress @sbk1963 @INSANATAN @umeshctyagi @chimnibai @KishorTrivedi7… https://t.co/ORY33G7HWn
4785,RidahatMushtaq,Medical Student,13,Srinagar ,"We just hope that whatever this is going on it be real and worth
""India Desires Cordial Relations,"" PM Modi Writes… https://t.co/bMX2lPhfPu"
4786,LampPostSG,Please Follow for everything interesting! *no content is owned by me! 😎🤪#ifollowback,8,Singapore,#NarendraModi  true statesman #BJPErOngikarSonarBangla https://t.co/ZskVF7NZll
4787,telugubullet,"Get the latest News on Andhra Pradesh, Telangana, National, Business, Technology, Cinema, Celebrity Galleries, and more.",879,World Wide,India at forefront of initiatives to prevent non-communicable diseases: PM https://t.co/ENhfJKjaMA #narendramodi https://t.co/QcHoJUZcSq
4788,pkm1999,Dreamer,210,India,"@biscuit_rotti @Sweet_Honeygal As long as #NarendraModi  is the Prime Minister of the Country , why worry who is th… https://t.co/62U4preqHy"
4789,yespunjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,113373,Punjab,"India at forefront of initiatives to prevent non-communicable diseases: PM Modi

#India #NonCommunicableDisease… https://t.co/UMuClCZ62x"
4790,ET_CIO,"https://t.co/8SylSvcPql is a comprehensive media vertical envisioned to offer news, information and insightful data to IT decision-makers across all industries.",5965,,India's digital ecosystem is undergoing a historic evolution: Sandhu #DigitalIndia #NarendraModi #DigitalEcosystem… https://t.co/vyX8eSMvZe
4791,firstpost,"Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2092233,"Mumbai, India",#AssamAssemblyPolls | Prime Minister #NarendraModi said that the #Congress was part of a 'Mahajhoot' (big lie) than… https://t.co/I2oJmzobXa
4792,jpdilip,"General Secretary - Ward No. 3, BJP Vadodara. 
Treasurer - Kisaan Morcha
BJP VADODARA MAHANAGAR",100,VADODARA,"No Doubt...
He is the only ""world's most powerful person""

#NarendraModi #CovidVaccine
@narendramodi @JPNadda… https://t.co/5xXwMWOy3o"
4793,NewsLiveGhy,"Pushing Northeast 24x7! Number One Assamese news channel. Bringing you news as they unfold, and sharp perspectives. (Pride East Entertainments Pvt Ltd)",86725,"Guwahati, India","Kaziranga free from clutches of Congress and its cronies: PM Modi in Assam https://t.co/C0ZMBr3THH 

#NarendraModi… https://t.co/hV377EDFPI"
4794,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,'Mahajoth' (grand alliance) of #Congress and #AIUDF in #Assam is in reality a 'Mahajhooth' (grand lies): PM #NarendraModi in #Lakhimpur
4795,NewsmeterFacts,"Digital era has united the world
But Misinformation spread is splitting us all
To fight the spread of lies….
And for Presentation of Authentic facts…",402,India,"Fact Check: Morphed image shows Modi, Shah wearing skull caps ahead of Bengal polls #NarendraModi #AmitShah https://t.co/yAoIYEujLM"
4796,NewsMeter_In,"NewsMeter, an Independent digital media platform that brings you credible news, stories,analysis of current affairs in Telangana and AndhraPradesh",5537,,"Fact Check: Morphed image shows Modi, Shah wearing skull caps ahead of Bengal polls #NarendraModi #AmitShah https://t.co/gsO5AZfpAF"
4797,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,"In 70 years, #Assam had seen development of just 13,000 km of roads. In the last five years, we have built nearly 1… https://t.co/cNhxsrmGpI"
4798,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,#Congress couldn't even increase #tea workers' wages to Rs 100. While #NDA in 5 years increased their wages by 2 ti… https://t.co/uuzGnP4VFh
4799,surendrankol,OLD body YOUNG mind active have great faith in India's younger generation they are the future of this beautiful world of ours - #VasudaivaKuttumbakam,408,,@DivyaSoti @a_sandhan @narendramodi touching of politicians feet should be absolutely discouraged and #NarendraModi… https://t.co/vj9t1bL3px
4800,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,#Congress has joined hands with people (#AIUDF) whose aim is to destroy #Assam's identity. Do you want Assam's trad… https://t.co/OsX31R36xK
4801,SudipSa00349523,,8,,#Piyushgoyal #NarendraModi plz clear railway cng01 /2018 sandby list we are hopeless candidates plz do something
4802,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw",718862,"New Delhi, India","This is not Congress's 'Mahajut', it is Congress's 'Mahajhooth', says PM #NarendraModi in Assam, check Live Updates

https://t.co/jzanArUra2"
4803,uniindianews,Official twitter handle of UNI - India's premier multilingual news agency!,2693,"New Delhi, Delhi","Didi will be shown door on May 2 : Modi
#NarendraModi
#WestBengalElections
#AsolPoriborton
#ElectionRallyKanthi https://t.co/eC3lP8dc9B"
4804,ians_india,India's largest independent News Agency,62717,New Delhi,"Prime Minister, #NarendraModi (@narendramodi) on Wednesday asked people to visit #JammuandKashmir to witness the Tu… https://t.co/6d7zuEoCI2"
4805,ramniranjan187,"Honoured to be followed by NaMo 
Bharat Mata ki Jai
राष्ट्र भक्त Fan account 
Retweet not Endorsement",3785," ""India The Bharat"" ","#Guwahati #Assam
#AssamWelcomesPM 
#Live PM #NarendraModi 
Watch from #Bihpuria. https://t.co/vGS0kuuKpX"
4806,TheNatWide,The Nationwide is an independent news and information portal based in Kerala.,91,,"Meanwhile, the #TMC has objected to the #EC's direction to deploy State Armed Police (SAP) from #UttarPradesh or an… https://t.co/uJLYOK5MVw"
4807,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india","After the judegment if men proves innocent then their is no punishment for women nor imprisonment,penalty for false… https://t.co/vXFnGQ7w0I"
4808,ravapk,https://t.co/k5LYMYAzHs is your premium source for news and infotainment from Pakistan and around the globe.   YouTube: https://t.co/kVTw2pBP9W,1582,Pakistan,"‘India desires cordial relations’: Modi in letter to Pakistan PM
https://t.co/D1YOHCEA7N

#BreakingNews #ImranKhan… https://t.co/LkyE27EAcd"
4809,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india","Later after the case when investigation start without final judegment.society,media prove him guilty as of he lost… https://t.co/kIq4ppREcy"
4810,ians_india,India's largest independent News Agency,62717,New Delhi,"PM #NarendraModi said that #India is at the ""forefront"" of initiatives that seek to prevent non-communicable diseas… https://t.co/xaGIOcQCha"
4811,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india","After being putting allegations,complaint.Many times without any ground just by verbally. Case get register because… https://t.co/103iiORFBR"
4812,BabluDesai8,,0,,Day by Day negativity is spreading against India #BJP and about #Hinduism influencers they are influencing the inno… https://t.co/r3xw5vsnNo
4813,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,"The Matua mystery

Prime Minister #NarendraModi's slated visit to #Matua's spiritual headquarter in #Bangladesh has… https://t.co/YOrX5gWAOv"
4814,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india",Then their should be no gender discrimantion. As against towards whole world law &amp; order few law is women favourabl… https://t.co/RV69tiUPPR
4815,yespunjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,113373,Punjab,"PM Modi asks people to visit Srinagar's Tulip Garden, savour J&amp;K's hospitality

#PMModi #NarendraModi #Srinagar… https://t.co/q3O3gJFHXK"
4816,Chandra131090,I am self motivated and hard working boy with positive attitude towords my carrier and my life,301,Sonepur,"An important initiative of Modi govt. towards Corona free India.
#IndiaFightsCorona
#largestVaccinationdrive… https://t.co/QW2UzFbSoj"
4817,OpinionExpress,News Destination For The Global Indian Community,2585,India,"#NarendraModi: PM Narendra Modi on Wednesday said that India is at the ""forefront"" of initiatives that seek to prev… https://t.co/FmIRRKz5Kp"
4818,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india","Its the time to update our country inner administration,law,constitution as well.Firstly law against men for proven… https://t.co/LOSWxSGicC"
4819,OpinionExpress,News Destination For The Global Indian Community,2585,India,"#JammuAndKashmir: PM, Narendra Modi on Wednesday asked people to visit Jammu and Kashmir to witness the Tulip festi… https://t.co/xAme4NpD3d"
4820,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw",718862,"New Delhi, India",BJP government in #WestBengal will make every scheme scam-free; CM will be son of soil: #NarendraModi… https://t.co/4dvhEdFxIr
4821,jais_george,,572,New Delhi,India's digital ecosystem is undergoing a historic evolution: Sandhu #DigitalIndia #NarendraModi #DigitalEcosystem… https://t.co/G2EJ8OAQJp
4822,ETTelecom,"The Economic Times Telecom, The No.1 telecom portal in India - Telegram: https://t.co/SQKBRXpFNV",36279,"Film City, Noida",India's digital ecosystem is undergoing a historic evolution: Sandhu #DigitalIndia #NarendraModi #DigitalEcosystem… https://t.co/fAA4rucljL
4823,salilgu34111770,,1,,"Free the temples of whole india
Replace Modi with Yogi
Yogi Ji don't even want to project himself as politically co… https://t.co/qkoOAWSQly"
4824,Krmedia8,"news for world 
get tuned with kr_medai",0,,DIDI WILL BE SHOWN THE DOOR ON MAY 2:[PM MODI] IN KANTHI WEST BENGAL. https://t.co/nLUWK2Cuw1… https://t.co/JturEqXWlE
4825,JKviews,A Kashmiri who likes to stay connected to what's happening across Jammu & Kashmir. Inclination towards more factual & opinionated content. Views are all mine.,6830,,Prime Minister #NarendraModi has written a letter to #Pakistani PM #ImranKhan greeting him on the occasion of… https://t.co/WK3NWX2R2r
4826,RahulPa43904209,living the dream..,8,भारत,If there is cases are widely increasing It means All parties have to stop doing rally’s?#NarendraModi #PMOIndia… https://t.co/fXaZseaH1Z
4827,Rita_2110,"Engr-MBA & a wanderer;
Humour & travel keep me sane!
Allergic to INC, liberals, leftists & Urban Naxals.
Fav flower~Lotus
Fav color~Saffron
Only leader~NaMo 😍",4473,"Gujarat, India","It was on 24th March 2020 that PM #NarendraModi ji announced #lockdown..
One year on, India has come a LONG long wa… https://t.co/IBmF9qd6CE"
4828,amspatel_,Humanist. Wanderluster. Tweets & Views are personal. “Retweets ≠ endorsements.”,136,,"#NarendraModi is a born liar. 

If you have any doubts then you are doubting your own existence!!… https://t.co/JUjM1yG9SA"
4829,thumbsupbharat,"All About Trending & Unique News Content. We Believes In Delivering Real, Honest And Unbiased News To Our Viewers.",25,BHARAT,Prime Minister #NarendraModi addresses a public rally ahead of assembly elections at Contai in East Midnapore on We… https://t.co/K7acwMaeDS
4830,TheKashmirPulse,"Kashmir's premier news portal providing latest news, views, videos, reviews, opinions and latest job vacancies! | Read news about us at https://t.co/xEWgNLCzNl",447,"Pulwama, J&K, India","PM Modi appeals people to visit Kashmir's Tulip Garden | https://t.co/4EsgwOmJPO

#Travel | #NarendraModi #Srinagar… https://t.co/Ov2NhJmHfx"
4831,viralvdoz,https://t.co/RSF8b8PuhO: ViralVdoz is a portal where you can find all news and stories related to trending topics on social media and channels.,41,India,"WB elections: 'TMC is only concerned about cut, commission, tolabazi, syndicate,' says PM Modi at Kanthi rally… https://t.co/YtQyEcn9p6"
4832,TheDailyPioneer,Twitter account of India's leading independent right-thinking newspaper.,25792,,PDP president Mehbooba Mufti on Wednesday said Prime Minister Narendra Modi's letter to his Pakistani counterpart I… https://t.co/XQcm5jxwoh
4833,KashmirNews,News and views from Jammu & Kashmir and Gilgit-Baltistan.,15889,Gilgit ,"PM #NarendraModi has urged people to visit #Jammu and #Kashmir and visit #Asia’s largest #TulipGarden, which will b… https://t.co/gBDfVHrT9r"
4834,SandipGhose,Political commentator. Op-ed columnist. Writer. Eclectic interests. Contrarian. RIGHT not correct. TOSB speaker. Views Personal. RTs not endorsement.,22561,India-at-large,".@smritikak #AmitShah is right about narrative. While #Trinamool focus is on freebies (free/subsidised ration etc),… https://t.co/RuEs7RDzg6"
4835,thefirstindia,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,7045,"Jaipur, India",PM Modi thanks UNITAR for lauding India's remarkable progress to reduce pre-mature mortality from NCDs… https://t.co/URXTei37T4
4836,firstpost,"Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2092233,"Mumbai, India","#AssamAssemblyPolls | #NarendraModi will be campaigning in Assam, a day after the party president JP Nadda released… https://t.co/uj8xNhy6UO"
4837,8Aakash,Live Life BeFore Life leave's You,7,"Rajnandgaon,india","When our country is on the progess of becoming the global leader.Our govt,judical should alter some law &amp; section t… https://t.co/OjzojzCLYl"
4838,TheHansIndiaWeb,The Hans India is a leading English news paper and is published from #Telangana #AndhraPradesh and #NewDelhi  #bengaluru,8903,Hyderabad,PM Modi thanks UNITAR for lauding India's remarkable progress to reduce pre-mature mortality from NCDs… https://t.co/SBoRUeMcJL
4839,ANI_multimedia,"ANI News - Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles 
https://t.co/cFcHWKpY59",1432,New Delhi,"Development of Bengal is BJP's commitment: PM Modi
https://t.co/0PfZ6eiEv1 #NarendraModi #WestBengal #WestBengalElection2021"
4840,HWNewsEnglish,"Unbiased. Real. Honest. A news channel that breaks the stereotype and sets the path for news.

To Join our YouTube Membership, click 👇
https://t.co/NfcxbuKJF3",7492,"Mumbai, India","India desires cordial relations with Pakistan but an atmosphere of trust, devoid of terror and hostility, is “imper… https://t.co/QYjOxwZI1w"
4841,DrSurabhiS,"Doctor, humanitarian, hermit.",14,"Uttar Pradesh, India","@SandipGhose @TheJaggi But west bengal is loving #NarendraModi.
There should be no doubt about it also."
4842,animelover2704,"inactive (maybe)
- I tried to make my own banner!
Animes are ❤️",967,❤️,"Hopefully it's not about lockdown man 😂

( Most probably about vaccines I guess)
#NarendraModi https://t.co/E9XVVkwArr"
4843,ANI_multimedia,"ANI News - Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles 
https://t.co/cFcHWKpY59",1432,New Delhi,"WB polls: ‘Centre’s relief for Amphan got stuck in ‘bhaipo window’, says PM Modi 
https://t.co/CLmpNDjkvx… https://t.co/2tQmrerDa3"
4844,TheHansIndiaWeb,The Hans India is a leading English news paper and is published from #Telangana #AndhraPradesh and #NewDelhi  #bengaluru,8903,Hyderabad,"Mamata Banerjee calls PM Modi 'liar', accuses BJP of bringing goons to Bengal @MamataOfficial… https://t.co/s65pcTqaBn"
4845,RajGovindJadhav,"Mechanical Engineer, Social Worker     President : N.S.U.I. Kothrud, Pune.                               
 Swarajya Rakshak Pratishthan",55,"Pune, India","Might Be National Award Committee Have Forgotten about Best Male Actor For India 
#ModiJi 
.
.
#Chhichhore #Asuran… https://t.co/nv2Rh67Nuj"
4846,ShivamMishraIND,"Belives in EQUALITY.
Belives in KARMA.
Belives there is one GOD for all Religion.
Take the stones people throw at you. And use them to build a monument.🙏🇮🇳🚩",138,,"#NarendraModi The Lion Of #India🇮🇳 
@narendramodi Ji
#BharatPutra https://t.co/1LzYH5uGW0"
4847,janamtvenglish,"Janam TV is committed to promoting national values and our culture. The channel stands for ‘Janam’, which means PEOPLE",62,Thiruvananthapuram ,"Bengal has bound India with Vande Mataram, but didi terms us as outsiders: PM Modi
#NarendraModi #EastMidnapore… https://t.co/1M7iHVbIlK"
4848,Subhashdhawan6,"Retired principal, actively working towards अखंड भारत",5497,Goa,"#HappyHoli2021 
Visuals from '#LathmaarHoli' 
Celebrations in #Barsana #Mathura 
#HappyHoli jai #ShriKrishna… https://t.co/o0SdJoQ3i1"
4849,KushalB45238993,,0,,Please restrict the mass movement between Gujarat and Rajasthan during festival of Holi-Dhuleti to control the spre… https://t.co/TOan7rldTm
4850,rishidarda,"Joint MD & Editorial Director @MiLOKMAT | An Investor | Creator: Lokmat Most Stylish, Maharashtrian of the Year, Sarpanch Awards",5731,"Mumbai, India",#ThisDayLastYear - Throwback to my interaction with Hon. @PMOIndia @narendramodi ji regarding the role of media in… https://t.co/OnrbDxGoMO
4851,Mimlical,"In view, a humble vaudevillian veteran tweetster, cast vicariously as both victim and villain by the vicissitudes of Fate.
@goal_hunt #bitcoin",122,White House,Mimlical: The first thing that the winning political party does is that they create a sinking fund to ensure the ne… https://t.co/GLxUURJpNY
4852,RavinderKapur2,"Trader on the NSE
 Strong supporter of secular and democratic INC. Strongly influenced by  PM Indira Gandhi , Sonia Gandhi and my future PM Rahul Gandhi .",7118, India,"#Devendrafadnavis  #BJP  and #NarendraModi are still sulking at the loss of Maharashtra to the  
Shiv Sena + combin… https://t.co/HnkMEzNO0y"
4853,Oneindia,"https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",64492,India,"India at forefront of initiatives to prevent non-communicable diseases, says PM Modi  https://t.co/0uMW9U2iAP #NarendraModi"
4854,PratikShuklaon9,#Mechanical_Engineer |#SocialWorker| #Investor,2964,"Bhopal, India",Heart Touching Moments #MyLeader #NarendraModi https://t.co/nfi3b30gs7
4855,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,"I respect the position of PM, but I am sorry to say, #NarendraModi is a big liar: #WestBengal CM #MamataBanerjee in… https://t.co/5zt1PIFYH3"
4856,GoodNewwws,Your most reliable source of good news. Spreading positive news from India & around the globe to uplift and inspire millions to become more optimistic.,23,"Mumbai, India","The seven feet tall statue is sculpted by popular Canadian ice artist Marc Lepire,
.
.
.
#goodnewwws… https://t.co/JpJlk0zLZM"
4857,uniindianews,Official twitter handle of UNI - India's premier multilingual news agency!,2693,"New Delhi, Delhi","PM Modi says ""Asol Poriborton"" on May 2 when the people will show the door to Didi
#NarendraModi… https://t.co/zgtyg6nA2Q"
4858,AageKiSoch_,"Proud Nationalist.. Ordinary Tax Payer.. Keen follower of Politics, Current affairs & Cricket.. RTs are not endorsement!",51,@khandBharat,@ndtvfeed #RahulGandhi after paying the penalties  for defaming PM #NarendraModi 😜😅 https://t.co/TpaICnkJM0
4859,VidrohiANAND,"Vidrohi ANAND वेब न्यूज़ चैनल है, जो देश विदेश की हर  खबरों को आप सभी दर्शको तक पहुँचाता है | https://t.co/BzJEkIZw1A",369,LUCKNOW,"HM Amit Shah addresses a public meeting in Kanjirappally, Kerala.

https://t.co/lJ3LoS2yDd

#VidrohiANAND​… https://t.co/laCITvPPOp"
4860,bites_organic,"Get ORGANIC SPICES, SUGAR, JAGGERY, PEARLS, WHEAT AND many more... To order Now email us at organicbitesahmedabad@gmail.com or whatsapp @+91-9429776865",9,,Even when we call #customerCare for updates they don't have any answer for the ticket number as well.. and we are r… https://t.co/6uZx65XNZs
4861,theind_india,"India's NEWS Channel for Digital Media!
To get in touch with us, send a Direct Message",1117,India,"Tomorrow, 25th March is special for Jammu and Kashmir: 
PM Narendra Modi (@narendramodi) 

#NarendraModi… https://t.co/1JHelzoUqh"
4862,SandipGhose,Political commentator. Op-ed columnist. Writer. Eclectic interests. Contrarian. RIGHT not correct. TOSB speaker. Views Personal. RTs not endorsement.,22561,India-at-large,"In contrast to #NarendraModi's oratorial flourish, #MamataBanerjee's delivery is earthy and colloquial. Literally t… https://t.co/tgrCuueSp6"
4863,gsouvik1,"Reporter at India Blooms News Service. Cricket, non-fiction books, movies. No place for hatred. Tweets personal. https://t.co/FVjdZRhUta",133,"Kolkata, West Bengal",Didi defaming Nandigram people with false allegation of attack: Modi targets Mamata in Kanthi | Indiablooms - First… https://t.co/pfMG7thCwR
4864,dt_next,English language newspaper by the Daily Thanthi Group,8255,"Chennai, India","''India is at the forefront of initiatives that seek to prevent non-communicable diseases and further wellness,'' s… https://t.co/JFjrFA0SJ4"
4865,fillingspace_,"#Democratizing engagement with #space and #sustainability by sharing #diverse views. Recent interviewees: creative, academics, systems engineer",2567,Earth,"""Chandrayaan-1’s nine months of operation demonstrated India’s ability to use Earth’s gravity as an effective sling… https://t.co/UU3tdZ4onW"
4866,thefirstindia,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,7045,"Jaipur, India","PM Modi reaching out to Pak PM Imran Khan 'step in right direction': Mehbooba Mufti

READ: https://t.co/eE5Arauiys… https://t.co/STEAoFAKdW"
4867,thandoratimes,"https://t.co/mIYTydZ2Pu is a news and entertainment website. We provide you with the latest breaking news , images and videos from the industry.",2147,"Chennai, India","Narendra Modi greets Imran Khan on Pakistan Day

#PrimeMinister #NarendraModi #Cordialrelations #Pakistan… https://t.co/Jg4iiuFCSg"
4868,TheHansIndiaWeb,The Hans India is a leading English news paper and is published from #Telangana #AndhraPradesh and #NewDelhi  #bengaluru,8903,Hyderabad,Bangla chaaye BJP sarkar says PM Modi @narendramodi #NarendraModi #WestBengalAssemblyElections https://t.co/c029skMefS
4869,SocioPoliticalW,"Watching social & political development affecting global community, specifically India",618,,"@News18India Same promise before election of Bihar &amp; other states. After the election: ""No See"" ""Completely vanishe… https://t.co/XTH2Ci5JYE"
4870,srrelations,"Founded in 2001, SR Public Relations is a leading PR firm in Jaipur, Rajasthan.",45,"Jaipur, India","Flipkart Video Crime Stories
#businessideas #India #VocalForLocal #Jaipur #NarendraModi #srpublicrelations… https://t.co/KMSOpkthsO"
4871,srrelations,"Founded in 2001, SR Public Relations is a leading PR firm in Jaipur, Rajasthan.",45,"Jaipur, India","Havells launches Stealth Puro Air- India’s first Air Purifying Ceiling Fan with 3-Stage Filtration
#businessideas… https://t.co/LfRTMfjWJ8"
4872,THGEnglish,The Hindustan Gazette is a Media venture of Hindustan Group. The independent voice of marginalized.,17,,"👉 Bengal connected people of the nation through 'Vande Mataram', but on this land Mamata 'didi' is talking about 'b… https://t.co/QwApuKRh71"
4873,srrelations,"Founded in 2001, SR Public Relations is a leading PR firm in Jaipur, Rajasthan.",45,"Jaipur, India","HDFC Bank’s “Mooh Band Rakho” campaign conducts 1,000 workshops
#businessideas #India #VocalForLocal #Jaipur… https://t.co/wwyeBED1PK"
4874,92newschannel,#92NewsHDPlus is Pakistan’s first HD Plus #News Channel aims to bring quality & updated News & stories from Pakistan & around the World. http://t.co/LFBinRCbH1,1304674,Pakistan,‘India desires cordial relations’: Modi in letter to PM Imran khan #PMImranKhan #NarendraModi #MOdiletter… https://t.co/iLRuJJmaZh
4875,thefirstindia,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,7045,"Jaipur, India","Bangla chaaye BJP sarkar, says PM Modi

READ: https://t.co/WOqzXoJsu9

#BJP #WestBengal #NarendraModi #PMModi"
4876,Aasritha_1323,Let the life surprise you..;),16,,"PM cares..but we have no Idea where and to whom all the care goes..🤷🏼‍♀️
#pmcaresfund
#NarendraModi"
4877,PeoplesIndia3,"https://t.co/IDNmWq8qRh. Hit like, share and subscribe for more upcoming videos.",6,,"Will these 'harsh' and 'empty' words  help #mamtabanerjee to win #bengal again?
.
.
#westbengalelections #tmc #bjp… https://t.co/wPDylJpZYI"
4878,Mimlical,"In view, a humble vaudevillian veteran tweetster, cast vicariously as both victim and villain by the vicissitudes of Fate.
@goal_hunt #bitcoin",122,White House,The first thing that the winning political party does is that they create a sinking fund to ensure the next electio… https://t.co/pHmcyYnUp5
4879,AjitsinhJagirda,"RTs, not endorsement. Thanks Sir @PiyushGoyalOffc. Proud to be blocked by @SwatiChaturvedi, @BDUTT @bainjal, @sardesairajdeep @anjanaomkashyap @soniandtv & FB",3890,,@nair_hena @sureshseshadri1 @Hindu24Indian @shytigress @sbk1963 @INSANATAN @umeshctyagi @chimnibai @KishorTrivedi7… https://t.co/u3Yi3UViZM
4880,PrakashChakra,Rightist and Nationalist Indian,225,"Purulion, JNU 'ite nw B,lorean","@ANI #Modi ji, do you remember #Gujarati Asmita during elections in your home state. #WestBengalElections2021… https://t.co/x8dToRXsC7"
4881,NIRAVTALSANIA,,43,bombay,"@sonaliranade 😂😂😂😂😂 , did you notice the dates , Hindu calendar on top of normal one , did previous PM’s adhere to… https://t.co/pi2HQEt1U6"
4882,yespunjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,113373,Punjab,"Bangladesh's Twitter-FB war with Pakistan ahead of Modi visit

#Bangladesh #Twitter #Facebook #Pakistan #PMModi… https://t.co/wBELfVQ7Yh"
4883,Urban_Chanakya,"I see. I tell. 
History| politics| Science|                  
Unapologetic Hindu|",5500,India,"COOLEST PM ever......

😍😍😍😍😍😍😍😍😍
#NarendraModi #Modi https://t.co/KeW2EIyhA5"
4884,boomlive_in,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",65541,"Mumbai, India",A 2020 image of a protest in Bangladesh against French president #EmmanuelMacron has resurfaced with claims that it… https://t.co/jgGPcIlwsb
4885,TheDailyPioneer,Twitter account of India's leading independent right-thinking newspaper.,25792,,"India is at the forefront of initiatives that seek to prevent non-communicable diseases and further wellness, Prime… https://t.co/c7UImozGWJ"
4886,firstpost,"Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2092233,"Mumbai, India","This is the second time in three days that #NarendraModi is addressing a rally in Bengal.

https://t.co/GnytgaJppJ"
4887,OpinionExpress,News Destination For The Global Indian Community,2585,India,#SocialMediaWar: A fierce social media 'war' has erupted between pro-Liberation Bangladeshis and the Pakistanis res… https://t.co/rJUPQTnbKu
4888,TransformingGoa,"News, information and updates of an events which are #TransformingGoa",116,,"@DrPramodPSawant aiming to give clean &amp; safe drinking water to Goans 
#GrowthForGoans #DrPramodForGoa… https://t.co/11QzNZDZLT"
4889,Updatenews360E,"Update News 360, Instant Updates Of All News Around The World (Entertainment, Politics, Sports, General & Etc...) https://t.co/KPhEf17phu",485,"India, Tamil Nadu","#NarendraModi greets Imran Khan on Pakistan Day

#COVIDー19 #ImranKhan #India  #Modi #PakistanDay #pandemic… https://t.co/GFBW6xHG86"
4890,gsouvik1,"Reporter at India Blooms News Service. Cricket, non-fiction books, movies. No place for hatred. Tweets personal. https://t.co/FVjdZRhUta",133,"Kolkata, West Bengal",#Nandigram has given so much to you but you are falsely accusing people of Nandigram! : @narendramodi slams… https://t.co/Q0I0Da9lt7
4891,SandipGhose,Political commentator. Op-ed columnist. Writer. Eclectic interests. Contrarian. RIGHT not correct. TOSB speaker. Views Personal. RTs not endorsement.,22561,India-at-large,3/n #NarendraModi turns to #Nandigram - without mentioning the incident that caused #MamataBanerjee's leg injury -… https://t.co/vPO53gCPyB
4892,ians_india,India's largest independent News Agency,62717,New Delhi,A fierce social media 'war' has erupted between pro-Liberation #Bangladeshis and the #Pakistanis resenting Banglade… https://t.co/9RXptQfJ5S
4893,SandipGhose,Political commentator. Op-ed columnist. Writer. Eclectic interests. Contrarian. RIGHT not correct. TOSB speaker. Views Personal. RTs not endorsement.,22561,India-at-large,"2/n Khela Noy, Seva Hobe"" - #NarendraModi's reply to TMC's #KhelaHobe. #modiinbengal #ModiInKanthi 3/n"
